degree_of_automation,onet_code,occupation,year
10,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters Bright Outlook",2013
10,41-9012.00,Models,2013
10,49-3051.00,Motorboat Mechanics and Service Technicians,2013
10,29-1199.04,Naturopathic Physicians Bright Outlook,2013
10,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,2013
10,29-1069.07,Pathologists Bright Outlook,2013
10,49-3043.00,Rail Car Repairers,2013
10,51-2041.00,Structural Metal Fabricators and Fitters Green Occupation,2013
9,25-1031.00,"Architecture Teachers, Postsecondary",2013
9,49-3021.00,Automotive Body and Related Repairers,2013
9,53-3022.00,"Bus Drivers, School or Special Client Bright Outlook",2013
9,25-1123.00,"English Language and Literature Teachers, Postsecondary",2013
9,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",2013
9,35-2021.00,Food Preparation Workers Bright Outlook,2013
9,29-9092.00,Genetic Counselors,2013
9,39-2021.00,Nonfarm Animal Caretakers,2013
9,25-1072.00,"Nursing Instructors and Teachers, Postsecondary",2013
9,29-1065.00,"Pediatricians, General",2013
9,25-2011.00,"Preschool Teachers, Except Special Education Bright Outlook",2013
9,27-2023.00,"Umpires, Referees, and Other Sports Officials",2013
8,25-2059.01,Adapted Physical Education Specialists Bright Outlook,2013
8,49-9092.00,Commercial Divers,2013
8,47-4031.00,Fence Erectors,2013
8,25-4013.00,Museum Technicians and Conservators,2013
8,29-1122.00,Occupational Therapists Bright Outlook,2013
8,49-3092.00,Recreational Vehicle Service Technicians,2013
8,19-1023.00,Zoologists and Wildlife Biologists Green Occupation,2013
7,19-3091.02,Archeologists,2013
7,39-5011.00,Barbers,2013
7,45-3021.00,Hunters and Trappers,2013
7,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists Bright Outlook",2013
7,27-2041.01,Music Directors,2013
7,51-6041.00,Shoe and Leather Workers and Repairers,2013
7,27-2012.04,Talent Directors,2013
7,25-9041.00,Teacher Assistants Bright Outlook,2013
6,21-2011.00,Clergy,2013
6,41-9011.00,Demonstrators and Product Promoters,2013
6,39-9031.00,Fitness Trainers and Aerobics Instructors Bright Outlook,2013
6,31-9011.00,Massage Therapists,2013
5,27-2011.00,Actors,2013
5,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",2013
5,47-2041.00,Carpet Installers,2013
5,25-2012.00,"Kindergarten Teachers, Except Special Education",2013
5,49-9063.00,Musical Instrument Repairers and Tuners,2013
5,47-2171.00,Reinforcing Iron and Rebar Workers Bright Outlook,2013
4,39-2011.00,Animal Trainers,2013
4,27-2032.00,Choreographers,2013
4,33-9091.00,Crossing Guards,2013
4,47-2044.00,Tile and Marble Setters,2013
4,49-9064.00,Watch Repairers,2013
3,17-3021.00,Aerospace Engineering and Operations Technicians,2013
3,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",2013
3,39-9011.01,Nannies Bright Outlook,2013
2,29-9099.01,Midwives Bright Outlook,2013
1,39-5091.00,"Makeup Artists, Theatrical and Performance",2013
1,49-9095.00,Manufactured Building and Mobile Home Installers,2013
0,27-2042.02,"Musicians, Instrumental",2013
74,51-9194.00,Etchers and Engravers,2012
74,45-2092.02,"Farmworkers and Laborers, Crop",2012
73,13-1031.01,"Claims Examiners, Property and Casualty Insurance",2012
69,17-2199.08,Robotics Engineers Bright Outlook Bright Outlook Green Occupation Green,2012
68,13-1199.03,Customs Brokers Bright Outlook,2012
66,43-2021.00,Telephone Operators,2012
66,41-3041.00,Travel Agents,2012
65,43-4021.00,Correspondence Clerks,2012
65,11-3031.02,"Financial Managers, Branch or Department Bright Outlook",2012
64,53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",2012
64,53-6051.01,Aviation Inspectors,2012
63,53-2021.00,Air Traffic Controllers,2012
63,25-4031.00,Library Technicians,2012
63,11-3031.01,Treasurers and Controllers Bright Outlook,2012
62,43-4031.01,Court Clerks,2012
62,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2012
61,29-2012.00,Medical and Clinical Laboratory Technicians,2012
61,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",2012
60,53-7071.00,Gas Compressor and Gas Pumping Station Operators,2012
60,29-2011.03,Histotechnologists and Histologic Technicians Bright Outlook,2012
59,13-2051.00,Financial Analysts Bright Outlook Green Occupation,2012
58,51-8091.00,Chemical Plant and System Operators Green Occupation,2012
58,51-9193.00,Cooling and Freezing Equipment Operators and Tenders,2012
56,43-4061.00,"Eligibility Interviewers, Government Programs",2012
56,45-1011.05,First-Line Supervisors of Logging Workers Green Occupation,2012
56,15-1121.01,Informatics Nurse Specialists Bright Outlook,2012
56,13-1032.00,"Insurance Appraisers, Auto Damage",2012
56,29-2011.00,Medical and Clinical Laboratory Technologists,2012
55,13-2011.01,Accountants Bright Outlook,2012
55,43-9021.00,Data Entry Keyers,2012
55,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",2012
55,51-8092.00,Gas Plant Operators,2012
55,13-1031.02,"Insurance Adjusters, Examiners, and Investigators",2012
55,25-4021.00,Librarians,2012
55,17-3024.01,Robotics Technicians Bright Outlook Green Occupation,2012
55,51-9197.00,Tire Builders,2012
54,13-2011.02,Auditors Bright Outlook,2012
54,17-1021.00,Cartographers and Photogrammetrists,2012
54,51-9011.00,Chemical Equipment Operators and Tenders Green Occupation,2012
54,13-2072.00,Loan Officers Bright Outlook,2012
54,39-3021.00,Motion Picture Projectionists,2012
54,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2012
54,51-8013.00,Power Plant Operators Green Occupation,2012
54,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",2012
53,53-6011.00,Bridge and Lock Tenders,2012
53,17-3012.01,Electronic Drafters,2012
53,51-3093.00,Food Cooking Machine Operators and Tenders,2012
53,41-2012.00,Gaming Change Persons and Booth Cashiers,2012
53,41-3021.00,Insurance Sales Agents Bright Outlook,2012
53,43-4131.00,Loan Interviewers and Clerks,2012
53,31-9094.00,Medical Transcriptionists,2012
52,19-2021.00,Atmospheric and Space Scientists Green Occupation,2012
52,43-4041.02,Credit Checkers,2012
52,17-3024.00,Electro-Mechanical Technicians Green Occupation,2012
52,43-4081.00,"Hotel, Motel, and Resort Desk Clerks Bright Outlook",2012
52,51-9111.00,Packaging and Filling Machine Operators and Tenders,2012
52,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",2012
52,41-3031.02,"Sales Agents, Financial Services Bright Outlook",2012
52,41-3031.01,"Sales Agents, Securities and Commodities Bright Outlook",2012
52,41-9041.00,Telemarketers,2012
51,43-3011.00,Bill and Account Collectors Bright Outlook,2012
51,51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic Green Occupation",2012
51,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",2012
51,43-9041.02,Insurance Policy Processing Clerks,2012
51,13-2053.00,Insurance Underwriters,2012
51,13-1041.02,Licensing Examiners and Inspectors,2012
51,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders Green Occupation",2012
51,51-8021.00,Stationary Engineers and Boiler Operators Green Occupation,2012
51,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,2012
50,13-2031.00,Budget Analysts,2012
50,53-7011.00,Conveyor Operators and Tenders,2012
50,53-7031.00,Dredge Operators,2012
50,13-1041.03,Equal Opportunity Representatives and Officers,2012
50,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",2012
50,13-2061.00,Financial Examiners,2012
50,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2012
50,53-7063.00,Machine Feeders and Offbearers,2012
50,51-9083.00,Ophthalmic Laboratory Technicians,2012
50,43-3051.00,Payroll and Timekeeping Clerks,2012
50,43-5052.00,Postal Service Mail Carriers Bright Outlook,2012
50,53-7072.00,"Pump Operators, Except Wellhead Pumpers",2012
49,15-2011.00,Actuaries,2012
49,17-2041.00,Chemical Engineers Green Occupation,2012
49,13-1051.00,Cost Estimators Bright Outlook,2012
49,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic Green Occupation",2012
49,51-2022.00,Electrical and Electronic Equipment Assemblers Green Occupation,2012
49,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment Green Occupation",2012
49,33-3021.05,Immigration and Customs Inspectors,2012
49,43-9041.01,Insurance Claims Clerks,2012
49,23-1023.00,"Judges, Magistrate Judges, and Magistrates",2012
49,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2012
49,43-4141.00,New Accounts Clerks,2012
49,51-8012.00,Power Distributors and Dispatchers Green Occupation,2012
49,29-1124.00,Radiation Therapists,2012
49,29-2034.00,Radiologic Technologists,2012
49,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",2012
49,53-7073.00,Wellhead Pumpers,2012
48,17-3029.04,Electronics Engineering Technologists Bright Outlook Green Occupation,2012
48,45-1011.08,First-Line Supervisors of Animal Husbandry and Animal Care Workers,2012
48,51-3092.00,Food Batchmakers,2012
48,13-1081.02,Logistics Analysts Bright Outlook Green Occupation,2012
48,17-3031.02,Mapping Technicians,2012
48,47-5042.00,Mine Cutting and Channeling Machine Operators,2012
48,29-1069.05,Nuclear Medicine Physicians Bright Outlook,2012
48,29-1041.00,Optometrists Bright Outlook,2012
48,53-7081.00,Refuse and Recyclable Material Collectors Green Occupation,2012
48,13-2099.02,Risk Management Specialists Bright Outlook Green Occupation,2012
48,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive Bright Outlook",2012
48,43-3071.00,Tellers Bright Outlook,2012
48,51-4111.00,Tool and Die Makers,2012
47,13-2021.02,"Appraisers, Real Estate",2012
47,27-4012.00,Broadcast Technicians,2012
47,13-1021.00,"Buyers and Purchasing Agents, Farm Products Green Occupation",2012
47,35-1011.00,Chefs and Head Cooks,2012
47,17-3022.00,Civil Engineering Technicians,2012
47,43-9011.00,Computer Operators,2012
47,43-4041.01,Credit Authorizers,2012
47,35-9021.00,Dishwashers Bright Outlook,2012
47,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance Green Occupation",2012
47,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic Green Occupation",2012
47,19-4092.00,Forensic Science Technicians,2012
47,17-1022.01,Geodetic Surveyors Bright Outlook,2012
47,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",2012
47,43-5051.00,Postal Service Clerks,2012
47,19-2099.01,Remote Sensing Scientists and Technologists Bright Outlook Green Occupation,2012
47,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",2012
47,23-2093.00,"Title Examiners, Abstractors, and Searchers",2012
47,51-8031.00,Water and Wastewater Treatment Plant and System Operators,2012
46,39-6011.00,Baggage Porters and Bellhops,2012
46,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",2012
46,13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",2012
46,51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",2012
46,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",2012
46,15-1141.00,Database Administrators Bright Outlook,2012
46,47-3016.00,Helpers--Roofers,2012
46,51-4051.00,Metal-Refining Furnace Operators and Tenders,2012
46,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",2012
46,51-5111.00,Prepress Technicians and Workers,2012
46,51-5112.00,Printing Press Operators,2012
46,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,2012
46,51-9141.00,Semiconductor Processors,2012
46,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",2012
45,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks Bright Outlook",2012
45,43-5011.00,Cargo and Freight Agents Bright Outlook,2012
45,17-3011.02,Civil Drafters,2012
45,15-1151.00,Computer User Support Specialists Bright Outlook,2012
45,29-2011.02,Cytotechnologists Bright Outlook,2012
45,27-2012.02,"Directors- Stage, Motion Pictures, Television, and Radio",2012
45,39-3012.00,Gaming and Sports Book Writers and Runners,2012
45,15-1199.05,Geographic Information Systems Technicians Bright Outlook Green Occupation,2012
45,43-4111.00,"Interviewers, Except Eligibility and Loan",2012
45,51-6011.00,Laundry and Dry-Cleaning Workers,2012
45,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators",2012
45,15-1199.01,Software Quality Assurance Engineers and Testers Bright Outlook,2012
45,13-2082.00,Tax Preparers,2012
44,43-4051.00,Customer Service Representatives Bright Outlook Green Occupation,2012
44,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers Bright Outlook,2012
44,45-3011.00,Fishers and Related Fishing Workers,2012
44,19-1012.00,Food Scientists and Technologists,2012
44,19-4041.01,Geophysical Data Technicians Green Occupation,2012
44,49-9099.01,Geothermal Technicians Bright Outlook Green Occupation,2012
44,13-1071.00,Human Resources Specialists,2012
44,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers Bright Outlook Green Occupation",2012
44,43-4031.03,License Clerks,2012
44,15-2091.00,Mathematical Technicians,2012
44,17-3013.00,Mechanical Drafters,2012
44,51-8011.00,Nuclear Power Reactor Operators Green Occupation,2012
44,29-2081.00,"Opticians, Dispensing Bright Outlook",2012
44,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",2012
44,41-2022.00,Parts Salespersons Bright Outlook,2012
44,11-3061.00,Purchasing Managers,2012
44,27-3011.00,Radio and Television Announcers,2012
44,43-4171.00,Receptionists and Information Clerks Bright Outlook,2012
44,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",2012
44,53-4041.00,Subway and Streetcar Operators,2012
44,17-3031.01,Surveying Technicians,2012
44,19-3051.00,Urban and Regional Planners Green Occupation,2012
43,27-1021.00,Commercial and Industrial Designers Green Occupation,2012
43,13-1041.04,Government Property Inspectors and Investigators,2012
43,43-4121.00,"Library Assistants, Clerical",2012
43,11-3071.03,Logistics Managers Bright Outlook Green Occupation,2012
43,51-4041.00,Machinists Green Occupation,2012
43,17-3029.09,Manufacturing Production Technicians Bright Outlook Green Occupation,2012
43,11-9111.00,Medical and Health Services Managers Bright Outlook,2012
43,23-2011.00,Paralegals and Legal Assistants,2012
43,43-5061.00,"Production, Planning, and Expediting Clerks Green Occupation",2012
43,33-3051.03,Sheriffs and Deputy Sheriffs Bright Outlook,2012
43,11-9199.04,Supply Chain Managers Bright Outlook Green Occupation,2012
43,15-1199.03,Web Administrators Bright Outlook,2012
43,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",2012
42,43-3021.02,"Billing, Cost, and Rate Clerks Bright Outlook",2012
42,17-2199.01,Biochemical Engineers Bright Outlook Green Occupation,2012
42,51-3021.00,Butchers and Meat Cutters,2012
42,51-2021.00,"Coil Winders, Tapers, and Finishers",2012
42,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",2012
42,15-1131.00,Computer Programmers Bright Outlook,2012
42,43-6012.00,Legal Secretaries,2012
42,45-4022.00,Logging Equipment Operators,2012
42,43-4031.02,Municipal Clerks,2012
42,43-3061.00,Procurement Clerks,2012
42,15-1133.00,"Software Developers, Systems Software Bright Outlook Green Occupation",2012
